Tank,Fry Number,File,Color,Color Number,Time Period,Photo,Mean Dist Shoal,Shoal Mean Sep,Shoal Centroid Size,Shoal Var Sep,Min Dist Fish,Dist Plant,Dist Edge,Dist Sculpin,Dist Moved
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204047,172.305,194.335,260.1642,8829.02,30.15584,33.45325,36.42356,77.87277,14.09916
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204048,54.48589,76.34925,104.9673,1819.464,14.16292,47.36939,12.15779,106.8555,34.33031
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204049,72.78678,107.9928,167.9892,8581.364,42.86626,50.1542,23.13526,157.5967,103.8897
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204050,107.6731,170.541,234.4756,9081.989,31.43362,31.40473,28.69755,88.01097,110.2348
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204051,167.5792,222.5823,286.0909,6026.942,69.55036,39.75409,24.68657,99.00991,21.74489
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204052,171.8448,201.8747,266.1807,7777.641,59.59984,27.49662,18.89151,61.61269,68.26846
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204053,87.62036,122.1927,186.9525,10043.72,56.68184,29.02154,38.39071,90.7661,69.49401
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204054,159.9712,196.5728,264.2494,9493.131,54.06811,53.92684,4.274684,111.3039,45.13739
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204055,245.5805,228.4655,298.3449,8571.935,96.04851,31.71916,13.80692,50.48061,79.79381
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204056,185.9858,206.436,275.5686,9611.448,38.91217,43.55189,9.383731,81.88872,35.26925
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204057,305.6848,109.5641,144.5365,2307.496,277.2639,38.38115,7.438144,66.14245,18.39283
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234199,191.8815,102.462,136.6072,2331.07,147.1433,90.39086,33.86853,NA,NA
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234200,82.05297,127.6172,161.1265,1226.022,56.33083,60.91411,107.7613,NA,193.5415
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234201,193.9694,175.377,239.895,9131.169,121.6037,40.32558,40.46246,NA,187.892
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234202,96.90453,130.7518,179.8677,5366.672,80.05565,142.7954,27.86504,NA,279.7802
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234203,157.3585,177.086,227.5566,3794.299,50.95695,126.5139,39.42702,NA,76.6762
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234204,54.46965,77.56569,108.1357,2134.94,43.04759,149.4263,21.26532,NA,80.41993
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234205,295.5312,114.2053,153.1477,3111.946,252.9142,164.7603,15.64825,NA,52.9827
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234206,110.8886,153.4895,204.9764,5341.437,36.25172,70.15013,17.11259,NA,244.8206
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234207,188.4517,115.1225,151.0213,2342.114,127.5895,79.45886,65.89205,NA,142.5098
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234208,60.55369,85.28572,111.1376,1152.864,15.09287,75.01404,8.974651,NA,137.3652
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234209,174.7255,177.8334,228.6924,3890.504,110.2661,33.93027,16.42499,NA,185.2587
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234210,128.9284,198.6611,266.7676,9572.49,30.70424,48.0415,19.13398,NA,148.0019
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234211,75.14995,109.7984,142.4491,1766.566,22.62258,56.67576,8.206896,NA,103.1283
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234212,200.3147,216.8384,291.7704,11681.3,46.25252,16.1859,34.2504,NA,54.02396
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234213,116.643,137.3449,188.4353,5769.955,104.6952,122.2934,1.7673,NA,152.8172
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234214,77.65068,58.9678,75.91783,438.1728,49.91926,85.79524,66.40076,NA,169.8847
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234215,88.18316,64.46302,86.98118,1066.003,19.01536,112.4342,28.45985,NA,134.334
19-093,1,19-093-1 BF.TPS,yellow,3,Before,G0234216,80.79891,93.00704,124.8337,2086.388,18.52341,52.90223,100.4504,NA,177.1026
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234217,232.3296,257.437,346.3262,16424.93,187.9305,20.28701,107.4782,31.14814,NA
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234218,162.9678,188.8263,292.1032,25472.97,127.8155,6.721739,54.63393,92.55217,70.93925
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234219,143.3278,185.1438,263.3876,14364.55,99.27164,1.717507,55.83256,103.9788,37.68487
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234220,101.7774,151.0742,191.9154,2077.13,59.12572,26.39472,27.78767,115.5435,27.31449
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234221,99.72198,98.04345,132.398,2488.355,87.74495,34.70991,14.82846,101.9428,72.27042
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234222,82.73572,51.05707,65.69541,324.5199,55.96487,47.0299,3.497049,129.8818,41.55275
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234223,75.65601,77.25613,104.8759,1636.955,54.42204,56.87401,5.149032,163.7128,57.45864
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234224,76.66338,52.8816,66.30887,161.7368,43.74761,35.60911,18.51058,147.7843,49.63788
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234225,69.10536,67.67175,90.21601,1015.785,27.89674,48.33081,23.72949,149.7542,28.28518
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234226,37.75451,47.48552,61.47356,317.3492,13.21188,33.37031,20.42846,119.4034,116.1658
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234227,44.61726,60.92862,77.11599,302.7443,14.29995,29.99628,20.37209,118.0398,12.81533
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234228,77.7664,92.21256,121.4161,1589.701,31.40387,28.53205,21.0743,144.4734,69.79098
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234229,97.50777,140.3509,200.9669,8672.095,36.30412,0.345489,69.92253,92.78236,61.35459
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234230,40.99727,58.55646,77.9939,751.8077,8.658841,32.24827,25.83048,120.5188,58.90355
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234231,59.97694,75.78565,99.33679,1002.082,33.75289,22.28048,29.85235,106.8664,35.14899
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234232,146.8638,99.80301,130.983,1772.471,54.63634,28.71942,23.66482,142.9007,62.5306
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234233,84.74067,86.60709,110.7482,811.1875,32.70236,58.54821,5.139246,171.1227,50.71346
19-093,1,19-093-1 BF.TPS,yellow,3,After,G0234234,86.90728,120.5163,156.1278,2071.693,22.06596,37.11752,16.1331,145.2963,56.02097
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014258,146.0224,139.9448,186.5452,4337.848,29.55329,58.23361,87.43484,NA,NA
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014259,189.9639,134.585,173.8926,2455.177,90.82379,100.7933,50.86421,NA,79.23431
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014260,155.7866,100.8221,130.6393,1455.183,77.8929,82.56018,55.18422,NA,86.57038
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014261,166.6447,130.3019,192.8389,9375.166,56.63167,93.92007,47.87459,NA,111.6488
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014262,114.0473,133.1952,172.1974,2432.383,48.81113,89.6886,57.46254,NA,127.8281
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014263,136.4506,70.01278,95.01439,1340.041,123.7879,27.63604,66.5979,NA,155.7445
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014264,241.2996,94.38975,131.7181,3188.422,208.498,1.057279,41.04848,NA,55.42792
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014265,131.7163,99.9332,128.0684,1137.237,85.19596,26.88983,62.5287,NA,94.93536
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014266,151.2863,197.3499,248.4635,2650.922,34.5402,57.41475,78.04193,NA,84.21351
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014267,81.01324,107.1179,143.0338,2597.838,31.00128,77.70852,82.34395,NA,173.3014
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014268,116.1791,119.9253,164.9239,4501.414,70.38998,101.1604,51.79336,NA,33.4316
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014269,132.5716,99.98528,133.8509,2336.382,37.9409,129.7906,55.05882,NA,173.3569
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014270,85.03903,118.1163,153.0893,2007.329,40.44706,54.51955,85.05688,NA,114.1956
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014271,120.485,146.5772,184.3881,1417.324,33.50178,35.88147,57.45119,NA,108.5585
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014272,159.5032,114.6681,151.5801,2602.701,60.13807,8.28001,54.68832,NA,77.40147
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014273,149.5892,125.6344,164.1337,2611.09,90.44235,70.56822,34.46123,NA,106.0635
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014274,102.5675,93.06832,126.8489,2478.468,11.96343,103.6144,46.55874,NA,147.541
19-093,2,19-093-2 BF.TPS,green,4,Before,G0014275,117.228,124.9792,173.8686,5440.458,88.72661,59.03807,81.10517,NA,78.44235
19-093,2,19-093-2 BF.TPS,green,4,After,G0014276,139.3732,206.8939,281.3971,11981.36,93.70053,47.19422,87.48025,4.190252,NA
19-093,2,19-093-2 BF.TPS,green,4,After,G0014277,121.9708,187.5579,255.6209,10060.07,68.41242,45.51214,85.26384,9.568572,12.69962
19-093,2,19-093-2 BF.TPS,green,4,After,G0014278,155.5972,180.1859,250.438,11215,137.2717,20.65149,79.70444,22.70667,23.95052
19-093,2,19-093-2 BF.TPS,green,4,After,G0014279,253.4549,165.834,235.0572,11200.44,247.9756,3.679814,38.08815,129.0345,104.8133
19-093,2,19-093-2 BF.TPS,green,4,After,G0014280,170.1668,94.05874,124.5838,1800.433,137.3266,46.19098,69.75632,166.3082,131.7628
19-093,2,19-093-2 BF.TPS,green,4,After,G0014281,113.506,87.50794,117.4071,1838.37,71.58895,29.09048,140.1331,83.93838,86.75895
19-093,2,19-093-2 BF.TPS,green,4,After,G0014282,73.37862,114.9619,150.0415,2150.486,20.80327,156.8059,39.36889,123.8315,131.4744
19-093,2,19-093-2 BF.TPS,green,4,After,G0014283,47.53076,75.10358,96.57601,692.8832,21.17163,81.51058,57.49491,157.2618,107.5276
19-093,2,19-093-2 BF.TPS,green,4,After,G0014284,114.4376,158.91,214.0825,6362.184,26.84385,75.82108,34.61812,220.3302,91.65241
19-093,2,19-093-2 BF.TPS,green,4,After,G0014285,137.5456,200.775,274.7854,12032.9,109.8352,35.27752,120.1554,55.64454,156.246
19-093,2,19-093-2 BF.TPS,green,4,After,G0014286,129.3816,150.5056,193.5294,2780.57,50.14588,127.7305,48.88022,84.80602,105.0922
19-093,2,19-093-2 BF.TPS,green,4,After,G0014287,136.6869,186.9709,259.159,11780.95,38.75115,121.3399,30.19714,153.1041,78.86608
19-093,2,19-093-2 BF.TPS,green,4,After,G0014288,127.0011,166.7501,216.7098,4203.769,60.01528,115.2307,60.19286,100.9065,50.84271
19-093,2,19-093-2 BF.TPS,green,4,After,G0014289,100.1718,109.229,141.1144,1613.444,47.16259,100.0729,68.29205,111.7979,30.98488
19-093,2,19-093-2 BF.TPS,green,4,After,G0014290,103.1693,153.4764,197.641,2983.551,58.53969,110.357,64.60369,78.81058,39.09954
19-093,2,19-093-2 BF.TPS,green,4,After,G0014291,139.7656,197.9167,254.5651,4837.497,100.6172,62.18504,93.59625,58.25022,43.0971
19-093,2,19-093-2 BF.TPS,green,4,After,G0014292,180.2098,187.0054,247.5557,7061.852,29.21224,137.4699,41.90676,123.3414,79.10192
19-093,2,19-093-2 BF.TPS,green,4,After,G0014293,148.1493,194.2339,273.5309,14583.19,49.14413,133.3641,46.74191,93.24576,29.80989
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044435,136.1968,181.6883,234.322,4312.68,52.69377,43.22587,86.63804,NA,NA
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044436,189.8885,246.1878,333.9929,16510.89,140.8918,38.7505,85.13564,NA,85.71483
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044437,90.07339,134.294,209.7866,13566.5,37.75653,106.339,41.28538,NA,71.1823
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044438,190.667,224.6972,302.609,12671.18,49.25719,78.48955,0.7228626,NA,204.0737
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044439,253.3286,171.4032,264.1166,20551.19,74.08141,2.570429,30.39712,NA,122.9477
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044440,163.3099,193.5628,257.2598,7986.252,38.62083,57.17646,28.1267,NA,135.1698
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044441,95.26605,117.2361,158.6595,3645.096,40.42893,79.26669,24.24363,NA,59.10033
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044442,124.753,194.2071,256.5182,7381.572,53.19383,82.02706,44.09357,NA,93.4324
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044443,171.8213,169.2746,250.8312,15948.36,125.157,41.16652,112.5002,NA,66.0691
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044444,102.2199,38.40218,53.52458,522.2312,68.69858,29.70761,43.53423,NA,166.3572
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044445,133.7854,180.5098,235.3519,5211.889,41.45043,52.7364,23.41351,NA,143.6912
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044446,130.9281,217.4468,299.2357,14893.9,48.23287,62.00965,33.31675,NA,37.96295
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044447,177.5716,198.6246,282.0015,16277.84,93.10347,49.38151,9.543734,NA,183.2711
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044448,72.75568,79.81113,115.5672,3040.835,33.01864,48.54387,18.67325,NA,52.60809
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044449,143.9693,225.5813,296.084,9068.291,121.4882,35.31208,62.50048,NA,86.91048
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044450,194.4067,148.6162,197.3287,4646.775,172.2829,93.12991,64.85286,NA,80.05578
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044451,176.1718,224.1852,300.7706,12059.56,139.7703,57.89744,71.58376,NA,57.46574
19-093,3,19-093-3 DWL.TPS,purple,2,Before,G0044452,182.2356,227.6634,292.7742,6376.617,102.9477,50.24181,89.5469,NA,47.30466
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044453,167.7171,202.8342,264.1184,6436.774,125.8182,78.85184,67.14188,16.43901,NA
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044454,198.8551,186.6877,260.1773,12331.04,119.5131,73.44085,71.55204,26.7945,17.06868
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044455,184.8377,178.6119,247.7093,10805.3,112.5454,76.73709,74.24651,44.73865,26.01346
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044456,109.9632,104.9503,148.7453,4482.656,66.06506,89.88283,12.39217,129.7539,162.1872
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044457,112.4312,108.8704,146.8919,3038.452,57.36538,87.81153,33.5073,145.3309,86.21602
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044458,148.576,125.6816,176.0479,5839.273,124.9213,106.8461,17.25947,146.3218,67.08447
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044459,145.5403,124.6047,180.036,7298.755,132.1321,88.49068,53.79824,117.1811,40.64522
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044460,241.5068,129.8082,184.9204,7136.252,211.2804,172.3965,33.1268,180.5554,113.6447
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044461,211.6069,118.3316,166.6377,5411.666,166.3288,125.9218,65.84916,136.4735,62.42813
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044462,67.43948,100.6594,136.8145,2815.778,38.6094,50.267,41.85345,110.3411,209.0484
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044463,167.9055,179.6587,240.9157,7699.601,31.75982,55.08055,6.185823,178.0893,193.0867
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044464,67.17158,99.85303,130.5244,1664.532,25.40108,46.23496,23.2604,115.8231,132.1789
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044465,80.33153,122.6678,161.8755,2906.063,35.28299,72.10466,27.28593,128.0136,72.77433
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044466,75.89483,99.71781,131.7991,1964.422,46.01736,80.50783,34.42321,137.5461,24.88989
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044467,121.3998,140.0521,180.5333,2536.295,35.01897,33.85501,26.31528,157.8342,214.3782
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044468,159.0897,99.83852,134.8855,2593.994,116.1243,41.19987,17.20763,162.1181,7.541448
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044469,114.39,149.0898,198.1074,4723.939,39.87108,102.731,17.27811,164.1843,237.391
19-093,3,19-093-3 DWL.TPS,purple,2,After,G0044470,161.6458,188.7352,246.2819,5778.662,73.97462,113.5305,7.541448,166.6507,57.30418
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054494,163.9306,83.39527,115.2522,2280.722,141.7972,165.4024,106.5837,NA,NA
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054495,97.42004,101.7489,140.9893,3478.964,50.61911,165.8836,197.5041,NA,115.7143
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054496,173.6947,222.8341,287.3039,6448.802,36.85273,132.4024,236.5301,NA,167.9547
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054497,146.4085,222.8936,296.2267,10582.33,87.89101,101.868,158.8261,NA,73.32317
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054498,83.00151,99.43671,136.5886,3059.966,21.98851,142.035,17.45028,NA,150.515
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054499,101.9285,156.1985,205.8908,4635.23,22.91096,169.9125,108.7482,NA,40.65744
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054500,152.4677,230.9661,300.5298,8240.127,66.19473,230.656,295.9239,NA,184.8785
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054501,134.3592,142.5697,199.5824,7475.162,81.24594,75.57,125.5836,NA,157.2414
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054502,109.4492,157.7747,220.8966,9164.816,57.9807,54.44434,58.19243,NA,128.257
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054503,155.0469,213.909,284.1937,9704.37,124.439,165.5339,186.8057,NA,156.4372
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054504,158.7421,162.2825,218.8412,6710.429,23.61155,205.9935,279.5265,NA,153.6424
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054505,169.4256,188.5062,240.9219,3793.222,55.60798,146.1397,279.8184,NA,246.6285
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054506,127.1187,209.3644,275.8198,8261.091,14.41773,152.8918,290.647,NA,166.1725
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054507,78.5572,133.9533,187.3681,6553.263,26.22526,64.04569,51.99415,NA,201.1235
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054508,216.5904,171.9511,229.3796,6611.378,72.39935,225.211,274.6791,NA,266.4947
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054509,190.5996,176.3858,241.4044,9286.534,107.6991,194.1927,214.4961,NA,67.25812
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054510,196.8738,196.217,251.5417,4417.265,78.19857,83.35532,186.0526,NA,169.9762
19-093,4,19-093-4 DWL.TPS,light blue,2,Before,G0054511,87.84733,126.0391,166.3234,3067.747,16.2372,196.2375,188.3066,NA,180.4907
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054512,273.2153,201.5015,259.7674,5259.86,204.4397,223.9151,262.2667,163.6636,NA
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054513,298.9109,113.2805,149.1503,2397.674,217.5257,236.5485,282.0494,168.9127,3.408808
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054514,292.4726,107.0354,143.0538,2623.606,228.0049,275.9442,352.179,173.605,9.783709
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054515,273.6404,134.054,180.9133,4619.124,209.3199,249.0509,295.7146,156.8424,18.85903
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054516,166.4397,145.2476,184.8588,2022.006,55.91262,219.0637,264.6085,159.5562,5.596106
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054517,182.6194,244.5284,310.2741,5263.042,10.24609,204.2473,255.9507,153.5784,7.395566
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054518,222.9148,219.6932,291.796,10197.76,152.7031,168.2576,151.902,119.1484,43.56698
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054519,223.7065,206.3671,285.0666,13905.49,149.6316,132.7046,169.2544,80.36884,68.82981
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054520,157.4128,210.4598,285.7125,12153.3,87.30808,204.206,282.6152,103.0202,3.422282
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054521,163.9807,223.453,293.7338,9106.177,7.602679,257.1575,346.5783,154.4568,94.3339
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054522,213.843,222.1285,282.852,4794.93,22.25375,277.959,339.8732,174.2704,23.67336
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054523,148.2273,205.4127,285.7973,14710.84,102.0503,181.2289,248.6912,76.49063,117.7064
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054524,186.5571,220.7237,290.6145,9102.688,137.1887,223.1526,274.3623,208.4036,252.8512
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054525,142.7307,147.6197,191.0335,3045.172,120.2415,127.6372,167.7728,183.3935,11.02912
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054526,179.4286,187.6938,251.3007,8246.87,133.7452,179.3262,210.3141,210.7779,82.65593
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054527,245.8661,179.1802,239.8819,7508.017,138.8738,211.4878,248.018,203.6095,126.2309
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054528,151.8399,212.3173,277.3898,7461.72,44.33306,58.74584,59.21157,96.00009,142.0361
19-093,4,19-093-4 DWL.TPS,light blue,2,After,G0054529,104.7625,113.1863,151.2598,2930.258,31.14967,45.83548,138.6882,60.83552,66.46937
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254669,86.4963,133.9911,178.1658,3850.097,35.05715,1.87473,29.66892,NA,NA
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254670,129.1023,105.5835,136.1947,1461.736,51.24329,61.6168,54.58629,NA,150.627
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254671,114.4488,177.3033,228.1471,3917.117,93.18549,18.2453,110.363,NA,56.7925
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254672,132.6876,179.301,255.8807,13801.33,46.56927,104.6752,67.04534,NA,80.19708
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254673,93.93579,111.2244,163.4353,6523.827,71.44615,21.99899,150.8268,NA,88.2039
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254674,184.4441,217.8563,290.4417,10531.46,92.58213,67.09508,120.2091,NA,75.60655
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254675,55.84961,75.41683,95.97614,543.8968,16.44819,51.06857,91.31578,NA,115.9513
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254676,164.4349,224.9649,308.27,15293.28,63.55059,120.1225,59.7196,NA,68.43388
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254677,152.7721,212.2405,277.8044,7684.993,131.2117,63.11819,102.3812,NA,186.165
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254678,169.2024,238.848,307.6973,7284.027,38.91354,104.8749,26.56869,NA,120.9475
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254679,146.3775,240.4502,314.7822,9890.728,71.21361,24.29404,121.7525,NA,97.40681
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254680,131.5262,180.7599,229.0004,2743.96,32.31878,142.4986,55.33843,NA,152.1593
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254681,162.4566,193.2017,247.2025,4094.973,22.4089,55.4602,84.95084,NA,201.2971
20-091,1,20-091-1 BF.TPS,teal,1,Before,G0254682,177.8387,185.618,253.0911,9899.204,75.05315,24.75282,72.02084,NA,54.42364
